candidate,county,precinct,Bennet,Bennet,Bennet,Biden,Biden,Biden,Bloomberg,Bloomberg,Bloomberg,Buttigieg,Buttigieg,Buttigieg,Delaney,Delaney,Delaney,Gabbard,Gabbard,Gabbard,Klobuchar,Klobuchar,Klobuchar,Patrick,Patrick,Patrick,Sanders,Sanders,Sanders,Steyer,Steyer,Steyer,Warren,Warren,Warren,Yang,Yang,Yang,Other,Other,Other,Uncommitted,Uncommitted,Uncommitted
subhead,,,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE
373,Dallas,WEST DES MOINES 322,0.0,0.0,0.0,33.0,40.0,0.4143,0.0,0.0,0.0,32.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,44.0,0.4143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
374,Dallas,BEAVER / DES MOINES,0.0,0.0,0.0,34.0,35.0,0.4143,0.0,0.0,0.0,30.0,37.0,0.4143,0.0,0.0,0.0,0.0,0.0,0.0,20.0,28.0,0.4143,0.0,0.0,0.0,15.0,22.0,0.4143,0.0,0.0,0.0,18.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
375,Dallas,URBANDALE 13,0.0,0.0,0.0,58.0,58.0,0.4143,0.0,0.0,0.0,99.0,110.0,1.2429,0.0,0.0,0.0,0.0,0.0,0.0,51.0,57.0,0.4143,0.0,0.0,0.0,54.0,58.0,0.4143,0.0,0.0,0.0,52.0,52.0,0.4143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
376,Dallas,SUGAR GROVE / DALLAS CENTER,1.0,0.0,0.0,23.0,24.0,0.4143,0.0,0.0,0.0,19.0,25.0,0.4143,0.0,0.0,0.0,2.0,0.0,0.0,21.0,24.0,0.4143,0.0,0.0,0.0,23.0,27.0,0.4143,9.0,0.0,0.0,22.0,23.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
377,Dallas,WEST DES MOINES 223,0.0,0.0,0.0,28.0,29.0,0.4143,0.0,0.0,0.0,48.0,57.0,0.4143,0.0,0.0,0.0,0.0,0.0,0.0,24.0,26.0,0.4143,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,29.0,26.0,0.4143,14.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
378,Dallas,VAN METER,1.0,0.0,0.0,30.0,34.0,0.4143,0.0,0.0,0.0,32.0,40.0,0.4143,0.0,0.0,0.0,0.0,0.0,0.0,27.0,35.0,0.4143,0.0,0.0,0.0,22.0,27.0,0.4143,0.0,0.0,0.0,17.0,7.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
379,Dallas,ADAMS,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,23.0,32.0,0.4143,0.0,0.0,0.0,0.0,0.0,0.0,13.0,31.0,0.4143,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
380,Dallas,Total,4.0,0.0,0.0,1061.0,1085.0,11.6004,6.0,1.0,0.0,1639.0,1926.0,19.8864,0.0,0.0,0.0,2.0,0.0,0.0,759.0,655.0,7.0431,0.0,0.0,0.0,913.0,840.0,8.286,60.0,4.0,0.0,1041.0,1159.0,11.1861,289.0,48.0,0.0,7.0,0.0,0.0,23.0,10.0,0.0
381,Davis,Northeast,0.0,0.0,0.0,5.0,5.0,0.09,1.0,0.0,0.0,5.0,6.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.06,0.0,0.0,0.0,7.0,7.0,0.12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
382,Davis,Bloomfield Ward 3,0.0,0.0,0.0,4.0,5.0,0.09,0.0,0.0,0.0,2.0,3.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.09,0.0,0.0,0.0,6.0,6.0,0.12,0.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
383,Davis,Northwest,0.0,0.0,0.0,9.0,9.0,0.12,0.0,0.0,0.0,7.0,8.0,0.12,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,4.0,6.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
384,Davis,Southwest,0.0,0.0,0.0,8.0,9.0,0.15,0.0,0.0,0.0,2.0,3.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
385,Davis,Bloomfield Ward 1,0.0,0.0,0.0,9.0,11.0,0.15,0.0,0.0,0.0,9.0,11.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,7.0,12.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
386,Davis,Southeast,0.0,0.0,0.0,7.0,7.0,0.12,0.0,0.0,0.0,3.0,3.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.12,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
387,Davis,Central,0.0,0.0,0.0,10.0,10.0,0.12,0.0,0.0,0.0,8.0,8.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.12,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
388,Davis,Bloomfield Ward 2,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,14.0,16.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
389,Davis,Total,0.0,0.0,0.0,54.0,56.0,0.84,1.0,0.0,0.0,50.0,58.0,1.02,0.0,0.0,0.0,1.0,1.0,0.0,28.0,26.0,0.39,0.0,0.0,0.0,30.0,22.0,0.36,4.0,0.0,0.0,22.0,29.0,0.39,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
390,Decatur,BL/FA/Lamoni,1.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,37.0,41.0,0.2824,0.0,0.0,0.0,1.0,0.0,0.0,42.0,61.0,0.4706,0.0,0.0,0.0,47.0,54.0,0.4235,7.0,0.0,0.0,59.0,66.0,0.5176,9.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0
391,Decatur,BU/HA/MO/NB/Davis City/Pleasanton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0471,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0471,0.0,0.0,0.0,1.0,2.0,0.0471,0.0,0.0,0.0,2.0,2.0,0.0471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
392,Decatur,DE/Decatur City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0471,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0471,0.0,0.0,0.0,1.0,2.0,0.0471,0.0,0.0,0.0,2.0,2.0,0.0471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
393,Decatur,CE/ED/Leon,0.0,0.0,0.0,9.0,9.0,0.2353,0.0,0.0,0.0,19.0,19.0,0.4706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.1412,0.0,0.0,0.0,7.0,7.0,0.1882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
394,Decatur,GG/HP/WE/Garden Grove/LeRoy,0.0,0.0,0.0,3.0,3.0,0.0941,0.0,0.0,0.0,5.0,5.0,0.1882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,Decatur,GR/RL/Grand River,0.0,0.0,0.0,2.0,2.0,0.0471,0.0,0.0,0.0,7.0,8.0,0.0941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0471,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
396,Decatur,FR/LC/Van Wert/Weldon,0.0,0.0,0.0,3.0,3.0,0.0941,0.0,0.0,0.0,4.0,5.0,0.1412,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,0.1882,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
397,Decatur,Total,1.0,0.0,0.0,36.0,17.0,0.4706,0.0,0.0,0.0,76.0,82.0,1.2707,0.0,0.0,0.0,3.0,0.0,0.0,47.0,65.0,0.5648,0.0,0.0,0.0,67.0,78.0,0.9413,8.0,0.0,0.0,71.0,77.0,0.8,10.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0
398,Delaware,Oneida/N Fork/Bremen,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,0.375,0.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,3.0,7.0,0.225,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
399,Delaware,Colony,0.0,0.0,0.0,12.0,12.0,0.225,0.0,0.0,0.0,3.0,3.0,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,Delaware,Adams/Hazel Green,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,0.15,3.0,0.0,0.0,6.0,9.0,0.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
401,Delaware,Milo/Prairie,0.0,0.0,0.0,10.0,10.0,0.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.3,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,15.0,17.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
402,Delaware,Honey Creek/Elk,0.0,0.0,0.0,2.0,4.0,0.15,0.0,0.0,0.0,8.0,8.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,0.225,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
403,Delaware,Delhi/Delaware Corp,0.0,0.0,0.0,9.0,11.0,0.3,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,0.225,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
404,Delaware,Manchester Ward 3,0.0,0.0,0.0,15.0,15.0,0.3,0.0,0.0,0.0,15.0,15.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.225,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.15,10.0,10.0,0.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
405,Delaware,Manchester Ward 2,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,14.0,26.0,0.525,0.0,0.0,0.0,0.0,0.0,0.0,9.0,13.0,0.225,0.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,0.0,14.0,14.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
406,Delaware,South Fork/Union,0.0,0.0,0.0,11.0,11.0,0.15,0.0,0.0,0.0,11.0,13.0,0.225,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,0.15,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,12.0,14.0,0.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
407,Delaware,Richland/Coffins Grove,0.0,0.0,0.0,12.0,12.0,0.225,0.0,0.0,0.0,5.0,5.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,0.15,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,7.0,9.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
408,Delaware,Delaware,0.0,0.0,0.0,6.0,6.0,0.15,0.0,0.0,0.0,6.0,6.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,0.15,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
409,Delaware,Manchester Ward 1,0.0,0.0,0.0,9.0,9.0,0.15,0.0,0.0,0.0,12.0,12.0,0.225,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.15,0.0,0.0,0.0,10.0,10.0,0.225,0.0,0.0,0.0,7.0,7.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
410,Delaware,Total,0.0,0.0,0.0,101.0,90.0,1.875,0.0,0.0,0.0,97.0,110.0,2.475,0.0,0.0,0.0,0.0,0.0,0.0,84.0,100.0,2.175,0.0,0.0,0.0,41.0,19.0,0.375,27.0,9.0,0.15,79.0,90.0,1.95,1.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0
411,Des Moines,PCT 6,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,12.0,20.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,28.0,33.0,0.36,0.0,0.0,0.0,6.0,0.0,0.0,12.0,14.0,0.36,0.0,0.0,0.0,2.0,0.0,0.0
412,Des Moines,PCT WB,0.0,0.0,0.0,22.0,24.0,0.36,0.0,0.0,0.0,26.0,31.0,0.72,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,30.0,31.0,0.72,0.0,0.0,0.0,18.0,25.0,0.36,6.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
413,Des Moines,PCT UNION,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,0.36,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
414,Des Moines,PCT 4,0.0,0.0,0.0,20.0,21.0,0.36,0.0,0.0,0.0,21.0,22.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,22.0,23.0,0.72,2.0,0.0,0.0,5.0,0.0,0.0,16.0,18.0,0.36,2.0,0.0,0.0,0.0,0.0,0.0
415,Des Moines,PCT 2,0.0,0.0,0.0,26.0,31.0,0.72,0.0,0.0,0.0,43.0,51.0,0.72,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,30.0,35.0,0.72,7.0,0.0,0.0,25.0,30.0,0.36,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
416,Des Moines,PCT 7,0.0,0.0,0.0,39.0,42.0,0.36,0.0,0.0,0.0,43.0,54.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,49.0,50.0,0.72,3.0,0.0,0.0,25.0,30.0,0.36,3.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0
417,Des Moines,PCT 9,0.0,0.0,0.0,33.0,42.0,0.72,0.0,0.0,0.0,43.0,51.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,26.0,26.0,0.36,6.0,0.0,0.0,21.0,26.0,0.36,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
418,Des Moines,PCT PW,1.0,0.0,0.0,3.0,12.0,0.36,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
419,Des Moines,PCT FM,0.0,0.0,0.0,16.0,17.0,0.36,0.0,0.0,0.0,34.0,37.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,16.0,17.0,0.36,0.0,0.0,0.0,21.0,26.0,0.36,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
420,Des Moines,PCT 8,2.0,0.0,0.0,35.0,39.0,0.72,0.0,0.0,0.0,69.0,76.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,30.0,35.0,0.72,4.0,0.0,0.0,29.0,32.0,0.36,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
421,Des Moines,PCT HJ,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,15.0,21.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,0.36,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
422,Des Moines,PCT 5,0.0,0.0,0.0,32.0,35.0,0.72,0.0,0.0,0.0,31.0,49.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,26.0,30.0,0.36,5.0,0.0,0.0,12.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
423,Des Moines,PCT MY,0.0,0.0,0.0,22.0,25.0,0.36,0.0,0.0,0.0,29.0,34.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,8.0,15.0,0.36,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
424,Des Moines,PCT DM,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,0.36,0.0,0.0,0.0,9.0,9.0,0.36,0.0,0.0,0.0,10.0,11.0,0.36,8.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
425,Des Moines,PCT 1T,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,64.0,71.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,28.0,39.0,0.36,0.0,0.0,0.0,26.0,26.0,0.36,0.0,0.0,0.0,28.0,34.0,0.36,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
426,Des Moines,Total,3.0,0.0,0.0,298.0,294.0,5.04,0.0,0.0,0.0,448.0,536.0,9.0,0.0,0.0,0.0,4.0,0.0,0.0,120.0,63.0,1.08,0.0,0.0,0.0,317.0,331.0,6.12,28.0,0.0,0.0,227.0,229.0,3.24,90.0,40.0,0.72,2.0,0.0,0.0,14.0,14.0,0.0
427,Dickinson,Precinct No. 15,0.0,0.0,0.0,27.0,31.0,0.5,0.0,0.0,0.0,34.0,37.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,21.0,26.0,0.375,0.0,0.0,0.0,18.0,21.0,0.25,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
428,Dickinson,Precinct No. 11,0.0,0.0,0.0,9.0,10.0,0.125,0.0,0.0,0.0,14.0,17.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,17.0,18.0,0.25,0.0,0.0,0.0,9.0,17.0,0.25,3.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
429,Dickinson,Precinct No. 08,0.0,0.0,0.0,15.0,15.0,0.25,0.0,0.0,0.0,27.0,27.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.25,0.0,0.0,0.0,24.0,24.0,0.5,0.0,0.0,0.0,15.0,15.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430,Dickinson,Precinct No. 13,0.0,0.0,0.0,10.0,16.0,0.25,0.0,0.0,0.0,14.0,21.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,13.0,17.0,0.25,4.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
431,Dickinson,Precinct No. 05,0.0,0.0,0.0,10.0,11.0,0.125,0.0,0.0,0.0,26.0,27.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,20.0,20.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
432,Dickinson,Precinct No. 09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
433,Dickinson,Precinct No. 14,0.0,0.0,0.0,6.0,7.0,0.125,0.0,0.0,0.0,6.0,10.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.125,0.0,0.0,0.0,8.0,8.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
434,Dickinson,Precinct No. 01,0.0,0.0,0.0,7.0,8.0,0.125,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.125,0.0,0.0,0.0,8.0,9.0,0.25,2.0,0.0,0.0,6.0,7.0,0.125,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
435,Dickinson,Precinct No. 04,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.125,0.0,0.0,0.0,4.0,4.0,0.125,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
436,Dickinson,Precinct No. 03,0.0,0.0,0.0,14.0,14.0,0.25,0.0,0.0,0.0,14.0,14.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.125,0.0,0.0,0.0,8.0,8.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
437,Dickinson,Precinct No. 02,0.0,0.0,0.0,18.0,19.0,0.25,0.0,0.0,0.0,13.0,16.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,9.0,11.0,0.125,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
438,Dickinson,Precinct No. 07,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.125,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
439,Dickinson,Precinct No. 10-City-Wahpeton-W Okoboji,0.0,0.0,0.0,14.0,14.0,0.125,0.0,0.0,0.0,8.0,8.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.125,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
440,Dickinson,Precinct No. 06,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
441,Dickinson,Precinct No. 12,0.0,0.0,0.0,7.0,7.0,0.125,0.0,0.0,0.0,9.0,14.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.125,0.0,0.0,0.0,6.0,7.0,0.125,2.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
442,Dickinson,Total,0.0,0.0,0.0,146.0,158.0,2.25,0.0,0.0,0.0,178.0,199.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,118.0,1.875,0.0,0.0,0.0,109.0,118.0,2.0,13.0,0.0,0.0,91.0,57.0,0.875,18.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
443,Dubuque,Dubuque_31,0.0,0.0,0.0,58.0,63.0,0.8,0.0,0.0,0.0,62.0,69.0,1.0667,0.0,0.0,0.0,0.0,0.0,0.0,35.0,38.0,0.5333,0.0,0.0,0.0,28.0,0.0,0.0,1.0,0.0,0.0,36.0,49.0,0.8,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
444,Dubuque,Dubuque_32,0.0,0.0,0.0,35.0,36.0,0.5333,0.0,0.0,0.0,84.0,85.0,1.0667,0.0,0.0,0.0,0.0,0.0,0.0,33.0,33.0,0.5333,0.0,0.0,0.0,35.0,35.0,0.5333,0.0,0.0,0.0,24.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
445,Dubuque,Dubuque_34,0.0,0.0,0.0,55.0,65.0,0.8,0.0,0.0,0.0,55.0,87.0,1.3333,0.0,0.0,0.0,0.0,0.0,0.0,26.0,41.0,0.5333,0.0,0.0,0.0,20.0,0.0,0.0,17.0,0.0,0.0,21.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
